Country,Province,County,District,Variables,Year,District_Name,County_Name,Province_Name,Major_Type
٢۶/٠٧,٣١/٣,٢۶/٣٨,٣٢/٧۵,زبان,1395,مشكین دشت,فردیس,البرز,زبان
١٣/٩۶,١٨/٢۵,١۴/۶۴,١٨/٩١,زبان تخصصی,1395,مشكین دشت,فردیس,البرز,زبان
0,0,0,0,میانگین نمرات قبولین,1395,مشكین دشت,فردیس,البرز,زبان
٣۴/۴٧,٣٢/٧,٣۵/۴۶,٢٠,فارسی,1395,مشكین دشت,فردیس,البرز,زبان
٢۵/٢۶,٢٢/٨۵,١٨,٨,عربي,1395,مشكین دشت,فردیس,البرز,زبان
۴٣/٠۶,٣٨,٣۴/٣۵,١٢,معارف,1395,مشكین دشت,فردیس,البرز,زبان
۵٣/٨,۵٨/٠٨,۵۶/۵,٧٨/٧,زبان,1395,مشكین دشت,فردیس,البرز,زبان
٣٧/۵,۴٢/٧,۴٠/۴۴,۴۶/٢,زبان تخصصی,1395,مشكین دشت,فردیس,البرز,زبان
١۴/٨,١۴/۵٩,١٣/٧۶,١٣/٧,میانگین معدل کتبي ثبت نام کنندگان,1395,مشكین دشت,فردیس,البرز,زبان
١۴/٨,١۴/۵٨,١٣/٧۶,١۴/٢,میانگین معدل کتبي شرکت کنندگان,1395,مشكین دشت,فردیس,البرز,زبان
١۵/١٣,١۴/٩٢,١۴/٧۶,١٢/٧٨,میانگین معدل کتبي پذيرفته شدگان در رشته ھاي با آزمون,1395,مشكین دشت,فردیس,البرز,زبان
١٣/۴۵,١٣/٣٩,١٣/٠٧,٠,میانگین معدل کتبي پذيرفته شده شدگان صرفا بر اساس سوابق تحصیلي,1395,مشكین دشت,فردیس,البرز,زبان
۵۵۵١,۵۵٧۴,۵٢٠١,۵٨۶۴,میانگین نمره کل شرکت کنندگان,1395,مشكین دشت,فردیس,البرز,زبان
۶٩٧۵,٧٠٢٢,۶٨٧۴,۶۵٢۵,میانگین نمره کل پذيرفته شدگان در رشته ھاي با  آزمون,1395,مشكین دشت,فردیس,البرز,زبان
۶٢٧۵٠,٢٧٢٢,٢١۴٣,۵,تعداد ثبت نام کنندگان زن,1395,اسارا,كرج,البرز,رياضي
۵۴٩٧۵,٢۴٢٢,١٩١٠,۵,تعداد شرکت کنندگان زن,1395,اسارا,كرج,البرز,رياضي
٣١٢۴۴,١۴٠۶,١١٢٣,۵,تعداد پذيرفته شدگان با آزمون زن,1395,اسارا,كرج,البرز,رياضي
١٢١۵٩,۴٠٠,٣٠۵,٠,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي زن,1395,اسارا,كرج,البرز,رياضي
۴٣۴٠٣,١٨٠۶,١۴٢٨,۵,تعداد کل پذيرفته شدگان زن,1395,اسارا,كرج,البرز,رياضي
۶٩/١٧,۶۶/٣۵,۶۶/۶۴,١٠٠,درصد قبولي پذيرفته شدگان زن,1395,اسارا,كرج,البرز,رياضي
١١٠١٧٢,۴١٣۵,٣١٢۵,0,تعداد ثبت نام کنندگان مرد,1395,اسارا,كرج,البرز,رياضي
٩۵١۴۶,٣۶٨۵,٢٧٨۵,0,تعداد شرکت کنندگان مرد,1395,اسارا,كرج,البرز,رياضي
۵٣٧۵۴,١٩٩٢,١۵١٧,0,تعداد پذيرفته شدگان با آزمون مرد,1395,اسارا,كرج,البرز,رياضي
٢٠٠٢٣,۵۶١,۴٣٢,0,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي مرد,1395,اسارا,كرج,البرز,رياضي
٧٣٧٧٧,٢۵۵٣,١٩۴٩,0,تعداد کل پذيرفته شدگان مرد,1395,اسارا,كرج,البرز,رياضي
۶۶/٩٧,۶١/٧۴,۶٢/٣٧,0,درصد قبولي پذيرفته شدگان مرد,1395,اسارا,كرج,البرز,رياضي
١٧٢٩٢٢,۶٨۵٧,۵٢۶٨,۵,تعداد ثبت نام کنندگان کل,1395,اسارا,كرج,البرز,رياضي
١۵٠١٢١,۶١٠٧,۴۶٩۵,۵,تعداد شرکت کنندگان کل,1395,اسارا,كرج,البرز,رياضي
٨۴٩٩٨,٣٣٩٨,٢۶۴٠,۵,تعداد پذيرفته شدگان با آزمون کل,1395,اسارا,كرج,البرز,رياضي
٣٢١٨٢,٩۶١,٧٣٧,٠,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي کل,1395,اسارا,كرج,البرز,رياضي
١١٧١٨٠,۴٣۵٩,٣٣٧٧,۵,تعداد کل پذيرفته شدگان کل,1395,اسارا,كرج,البرز,رياضي
۶٧/٧۶,۶٣/۵٧,۶۴/١,١٠٠,درصد قبولي پذيرفته شدگان کل,1395,اسارا,كرج,البرز,رياضي
0,0,0,0,میانگین نمرات شرکت کنندگان,1395,اسارا,كرج,البرز,رياضي
٢۵/١٣,٢٣/۶,٢۴/٠٧,٢١/٩,فارسی,1395,اسارا,كرج,البرز,رياضي
١۶/٩٩,١۵/٩٩,١۶/۶٧,١٠/٩۶,عربي,1395,اسارا,كرج,البرز,رياضي
٢٩/٣١,٢۵/٣,٢۵/۵٩,٣٠/٧,معارف,1395,اسارا,كرج,البرز,رياضي
٢٠/۶٩,٢٢/۶١,٢۴/١١,۶/۴۴,زبان,1395,اسارا,كرج,البرز,رياضي
۶/١۴,۵/۴٧,۵/٩۵,٠/٢۶,رياضي,1395,اسارا,كرج,البرز,رياضي
٨/۶٧,٧/٠٧,٧/۶١,٢/۵۶,فیزيك,1395,اسارا,كرج,البرز,رياضي
۵/٨۶,۴/٧٩,۵/٠٢,١/٣۶,شیمي,1395,اسارا,كرج,البرز,رياضي
0,0,0,0,میانگین نمرات قبولین,1395,اسارا,كرج,البرز,رياضي
٣١/٠٢,٢٨/٩,٢٩/۶٢,٢١/٩,فارسی,1395,اسارا,كرج,البرز,رياضي
٢٢/٢٢,٢٠/۶١,٢١/۶٩,١٠/٩۶,عربي,1395,اسارا,كرج,البرز,رياضي
٣٧/٩٧,٣٢/۴٣,٣٢/٩۴,٣٠/٧,معارف,1395,اسارا,كرج,البرز,رياضي
٢۶/۵٩,٢٧/٩۶,٢٩/۵١,۶/۴۴,زبان,1395,اسارا,كرج,البرز,رياضي
٩/٧١,٨/۵٧,٩/٣٢,٠/٢۶,رياضي,1395,اسارا,كرج,البرز,رياضي
١٣/٧٢,١١/٠٧,١١/٨۴,٢/۵۶,فیزيك,1395,اسارا,كرج,البرز,رياضي
٩/٢,٧/۴,٧/٧٨,١/٣۶,شیمي,1395,اسارا,كرج,البرز,رياضي
١٣/۵٣,١٣/۴۵,١٣/۵٨,١۴/١١,میانگین معدل کتبي ثبت نام کنندگان,1395,اسارا,كرج,البرز,رياضي
١٣/۶,١٣/۵,١٣/۶۴,١۴/١١,میانگین معدل کتبي شرکت کنندگان,1395,اسارا,كرج,البرز,رياضي
١۴/۶٩,١۴/۴١,١۴/۵٩,١۴/١١,میانگین معدل کتبي پذيرفته شدگان در رشته ھاي با آزمون,1395,اسارا,كرج,البرز,رياضي
١٢/٠٧,١٢/٣٣,١٢/٣٩,٠,میانگین معدل کتبي پذيرفته شده شدگان صرفا بر اساس سوابق تحصیلي,1395,اسارا,كرج,البرز,رياضي
۵١٧٩,۵٠٢١,۵٠٨۵,۴٧٣٧,میانگین نمره کل شرکت کنندگان,1395,اسارا,كرج,البرز,رياضي
۵٩۵٧,۵۶٨۴,۵٧٧٣,۴٧٣٧,میانگین نمره کل پذيرفته شدگان در رشته ھاي با  آزمون,1395,اسارا,كرج,البرز,رياضي
٣۴۵٨٠٩,٩۵٠٣,٧٠٧٧,١٠,تعداد ثبت نام کنندگان زن,1395,اسارا,كرج,البرز,تجربي
٣٠٣۴١٩,٨۵١٩,۶٣٢٠,٨,تعداد شرکت کنندگان زن,1395,اسارا,كرج,البرز,تجربي
۴٨٧٠١,١٧٠۴,١٢٧٩,١,تعداد پذيرفته شدگان با آزمون زن,1395,اسارا,كرج,البرز,تجربي
۴۴۴۵۶,٩١٨,۶٧۴,٠,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي زن,1395,اسارا,كرج,البرز,تجربي
٩٣١۵٧,٢۶٢٢,١٩۵٣,١,تعداد کل پذيرفته شدگان زن,1395,اسارا,كرج,البرز,تجربي
٢۶/٩۴,٢٧/۵٩,٢٧/۶,١٠,درصد قبولي پذيرفته شدگان زن,1395,اسارا,كرج,البرز,تجربي
١٨٩٣٠٢,۴٠٨٨,٢٨۵٧,۶,تعداد ثبت نام کنندگان مرد,1395,اسارا,كرج,البرز,تجربي
١۶١٨٩۶,٣۶٢۵,٢۵٣٢,۵,تعداد شرکت کنندگان مرد,1395,اسارا,كرج,البرز,تجربي
٢۴٨۵۵,٨٠٧,۵٨٨,١,تعداد پذيرفته شدگان با آزمون مرد,1395,اسارا,كرج,البرز,تجربي
٢۴٣٨١,٣۴٣,٢٢٣,٠,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي مرد,1395,اسارا,كرج,البرز,تجربي
۴٩٢٣۶,١١۵٠,٨١١,١,تعداد کل پذيرفته شدگان مرد,1395,اسارا,كرج,البرز,تجربي
٢۶/٠١,٢٨/١٣,٢٨/٣٩,١۶/۶٧,درصد قبولي پذيرفته شدگان مرد,1395,اسارا,كرج,البرز,تجربي
۵٣۵١١١,١٣۵٩١,٩٩٣۴,١۶,تعداد ثبت نام کنندگان کل,1395,اسارا,كرج,البرز,تجربي
۴۶۵٣١۵,١٢١۴۴,٨٨۵٢,١٣,تعداد شرکت کنندگان کل,1395,اسارا,كرج,البرز,تجربي
٧٣۵۵۶,٢۵١١,١٨۶٧,٢,تعداد پذيرفته شدگان با آزمون کل,1395,اسارا,كرج,البرز,تجربي
۶٨٨٣٧,١٢۶١,٨٩٧,٠,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي کل,1395,اسارا,كرج,البرز,تجربي
١۴٢٣٩٣,٣٧٧٢,٢٧۶۴,٢,تعداد کل پذيرفته شدگان کل,1395,اسارا,كرج,البرز,تجربي
٢۶/۶١,٢٧/٧۵,٢٧/٨٢,١٢/۵,درصد قبولي پذيرفته شدگان کل,1395,اسارا,كرج,البرز,تجربي
0,0,0,0,میانگین نمرات شرکت کنندگان,1395,اسارا,كرج,البرز,تجربي
٢۴/۵,٢۴/٨٢,٢۵/۶٢,٢١/۵٨,فارسی,1395,اسارا,كرج,البرز,تجربي
١۵/٢۴,١۵/٨٣,١۶/٩١,١٣/۵۵,عربي,1395,اسارا,كرج,البرز,تجربي
٢۶/۵٣,٢۵/٣٢,٢۵/٨,٢٠/٢۴,معارف,1395,اسارا,كرج,البرز,تجربي
١١/۴٢,١۴/٨٣,١۶/۵٣,۶/٢٨,زبان,1395,اسارا,كرج,البرز,تجربي
٠/۶,٠/۴,٠/۴,-٠/٠٨,زمین شناسی,1395,اسارا,كرج,البرز,تجربي
۶/١۵,۶/۶,٧/٣۶,١/٩٩,رياضي,1395,اسارا,كرج,البرز,تجربي
٨/٠۵,٧/٨,٨/٣٢,٠/٢,زيست شناسي,1395,اسارا,كرج,البرز,تجربي
۵/٨٣,۶/٠۵,۶/۶٣,٠/٩۶,فیزيك,1395,اسارا,كرج,البرز,تجربي
۶/۴٩,۶/٢,۶/۶٣,٢/٨۶,شیمي,1395,اسارا,كرج,البرز,تجربي
0,0,0,0,میانگین نمرات قبولین,1395,اسارا,كرج,البرز,تجربي
٣٩/۶٣,٣۵/۶٩,٣٧/٠۶,۴١/٣۵,فارسی,1395,اسارا,كرج,البرز,تجربي
٣٠/٩٨,٢۶/۴۶,٢٨/٣٩,٣٠/٧,عربي,1395,اسارا,كرج,البرز,تجربي
۴۵/٩٣,٣٨/۴۶,٣٩/۴٢,۴٨/٧,معارف,1395,اسارا,كرج,البرز,تجربي
٢۴/۶,٢۴/۴٨,٢٧/٠٧,١٨/٠۵,زبان,1395,اسارا,كرج,البرز,تجربي
١/٧٢,١/٠١,٠/٩٩,-١/٣,زمین شناسی,1395,اسارا,كرج,البرز,تجربي
١٧/٢٩,١۴/۶٣,١۶/٠٢,٩/۴۵,رياضي,1395,اسارا,كرج,البرز,تجربي
٢٢/٨٩,١٧/۶٣,١٨/۶٩,١٧/٠۵,زيست شناسي,1395,اسارا,كرج,البرز,تجربي
١٧/٣٣,١۴,١۵/٣٧,٧/٨,فیزيك,1395,اسارا,كرج,البرز,تجربي
١٧/٩٨,١٣/٧,١۴/٧٩,١١/٣,شیمي,1395,اسارا,كرج,البرز,تجربي
١٣/٨١,١۴/٠٩,١۴/٢١,١٣/١۶,میانگین معدل کتبي ثبت نام کنندگان,1395,اسارا,كرج,البرز,تجربي
١٣/٨٩,١۴/١٩,١۴/٣١,١٣/۴٣,میانگین معدل کتبي شرکت کنندگان,1395,اسارا,كرج,البرز,تجربي
١۶/۴٧,١۵/٨۴,١۶/٠٢,١۴,میانگین معدل کتبي پذيرفته شدگان در رشته ھاي با آزمون,1395,اسارا,كرج,البرز,تجربي
١٢/۴٨,١٢/٩٢,١٢/٩۴,٠,میانگین معدل کتبي پذيرفته شده شدگان صرفا بر اساس سوابق تحصیلي,1395,اسارا,كرج,البرز,تجربي
۵۴٠٧,۵۴٣٩,۵۵٠٩,۴۶١٨,میانگین نمره کل شرکت کنندگان,1395,اسارا,كرج,البرز,تجربي
٧١٢٢,۶۶٣۵,۶٧۵٨,۶۴۴٠,میانگین نمره کل پذيرفته شدگان در رشته ھاي باآزمون,1395,اسارا,كرج,البرز,تجربي
١١۶۵٣١,٣۵٢٣,٢٣٨٢,٩,تعداد ثبت نام کنندگان زن,1395,اسارا,كرج,البرز,انساني
٩١٨٨۶,٢٨٣۴,١٩٠٠,٨,تعداد شرکت کنندگان زن,1395,اسارا,كرج,البرز,انساني
۴٠۶۵٢,١۴٣٢,٩۴۵,۵,تعداد پذيرفته شدگان با آزمون زن,1395,اسارا,كرج,البرز,انساني
٣٣۵٢٧,٧۵۶,۵٠۴,١,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي زن,1395,اسارا,كرج,البرز,انساني
٧۴١٧٩,٢١٨٨,١۴۴٩,۶,تعداد کل پذيرفته شدگان زن,1395,اسارا,كرج,البرز,انساني
۶٣/۶۶,۶٢/١١,۶٠/٨٣,۶۶/۶٧,درصد قبولي پذيرفته شدگان زن,1395,اسارا,كرج,البرز,انساني
٧٣٧۵٧,١۶٣٠,١٠٨٩,۴,تعداد ثبت نام کنندگان مرد,1395,اسارا,كرج,البرز,انساني
۵١۵۵١,١٢٠٨,٧٨۴,١,تعداد شرکت کنندگان مرد,1395,اسارا,كرج,البرز,انساني
١٨۵٧٣,۵٢٩,٣٣٨,١,تعداد پذيرفته شدگان با آزمون مرد,1395,اسارا,كرج,البرز,انساني
٢۴۵۶٧,٣۶٢,٢۴٢,٢,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي مرد,1395,اسارا,كرج,البرز,انساني
۴٣١۴٠,٨٩١,۵٨٠,٣,تعداد کل پذيرفته شدگان مرد,1395,اسارا,كرج,البرز,انساني
۵٨/۴٩,۵۴/۶۶,۵٣/٢۶,٧۵,درصد قبولي پذيرفته شدگان مرد,1395,اسارا,كرج,البرز,انساني
١٩٠٢٨٨,۵١۵٣,٣۴٧١,١٣,تعداد ثبت نام کنندگان کل,1395,اسارا,كرج,البرز,انساني
١۴٣۴٣٧,۴٠۴٢,٢۶٨۴,٩,تعداد شرکت کنندگان کل,1395,اسارا,كرج,البرز,انساني
۵٩٢٢۵,١٩۶١,١٢٨٣,۶,تعداد پذيرفته شدگان با آزمون کل,1395,اسارا,كرج,البرز,انساني
۵٨٠٩۴,١١١٨,٧۴۶,٣,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي کل,1395,اسارا,كرج,البرز,انساني
١١٧٣١٩,٣٠٧٩,٢٠٢٩,٩,تعداد کل پذيرفته شدگان کل,1395,اسارا,كرج,البرز,انساني
۶١/۶۵,۵٩/٧۵,۵٨/۴۶,۶٩/٢٣,درصد قبولي پذيرفته شدگان کل,1395,اسارا,كرج,البرز,انساني
0,0,0,0,میانگین نمرات شرکت کنندگان,1395,اسارا,كرج,البرز,انساني
١٢/٣٩,١٢/٠٧,١٢/٢١,١٢/۴٩,فارسی,1395,اسارا,كرج,البرز,انساني
٩/۴۵,٨/٩,٩/٠۶,١٠/٩٩,عربي,1395,اسارا,كرج,البرز,انساني
١٢/٧١,١١/۶٣,١١/۶۵,١۴/٢۶,معارف,1395,اسارا,كرج,البرز,انساني
٢/۶۶,٣/٧٣,۴/۵٢,٢/۶٨,زبان,1395,اسارا,كرج,البرز,انساني
٢/٣٨,٢/٢۴,٢/۵٢,-٠/٩,رياضي,1395,اسارا,كرج,البرز,انساني
١۵/۴۶,١٢/٨۵,١٢/۵٧,١٠/۴,اقتصاد,1395,اسارا,كرج,البرز,انساني
٨/٠۵,٧/٨,٧/٩۶,۶/٨١,ادبیات فارسی,1395,اسارا,كرج,البرز,انساني
٨/٨٢,٨/٣۴,٨/٣۶,٧/٢۴,زبان عربی,1395,اسارا,كرج,البرز,انساني
٧/۴۶,۵/۵۵,۵/٣۵,۵/٧٢,تاريخ و جغرافیا,1395,اسارا,كرج,البرز,انساني
٧/٧۶,۶/٢۴,۵/٩٨,٣/٧٢,علوم اجتماعی,1395,اسارا,كرج,البرز,انساني
۴/٣٣,٣/٨۶,٣/٩۵,۵/٠۶,فلسفه و منطق,1395,اسارا,كرج,البرز,انساني
٢٧/٩٧,٢۴/۵٢,٢۴/٠۴,٢۵/٢١,روانشناسي,1395,اسارا,كرج,البرز,انساني
0,0,0,0,میانگین نمرات قبولین,1395,اسارا,كرج,البرز,انساني
١٨/۵٣,١۶/٣٨,١۶/٨٣,١٧/٣٨,فارسی,1395,اسارا,كرج,البرز,انساني
١۵/٠۴,١٢/٧٧,١٣/٠٩,١٣/٨,عربي,1395,اسارا,كرج,البرز,انساني
١٩/٣۴,١۵/٨٩,١۶/١٢,١٩/١۵,معارف,1395,اسارا,كرج,البرز,انساني
۴/۴۶,۵/٢٨,۶/۶۴,٢/۶٨,زبان,1395,اسارا,كرج,البرز,انساني
۴/٧۵,٣/٨٩,۴/۴۵,٢/۵٢,رياضي,1395,اسارا,كرج,البرز,انساني
٢۵/۵,١٨/٩٧,١٨/۵٧,٩/۶٧,اقتصاد,1395,اسارا,كرج,البرز,انساني
١۴/٢٩,١٢/۴٣,١٢/٨٣,١٠/۵٨,ادبیات فارسی,1395,اسارا,كرج,البرز,انساني
١۵,١٢/٨٩,١٣/١١,١٢/٨,زبان عربی,1395,اسارا,كرج,البرز,انساني
١١/۶٨,٨/٢٢,٨/٠۵,٧/۶۵,تاريخ و جغرافیا,1395,اسارا,كرج,البرز,انساني
١۴/۶۶,١٠/٨٣,١٠/٧٢,٣/٩٢,علوم اجتماعی,1395,اسارا,كرج,البرز,انساني
٧/٩,۶/۴۴,۶/۵٧,۶/۴٧,فلسفه و منطق,1395,اسارا,كرج,البرز,انساني
٣٩/٣١,٣٢/٠٩,٣١/۶٧,٣١/٩٨,روانشناسي,1395,اسارا,كرج,البرز,انساني
١٢/۴,١٢/۵٩,١٢/۵٧,١٢/۶۵,میانگین معدل کتبي ثبت نام کنندگان,1395,اسارا,كرج,البرز,انساني
١٢/۴۴,١٢/۶٢,١٢/۶,١٢/۶٢,میانگین معدل کتبي شرکت کنندگان,1395,اسارا,كرج,البرز,انساني
١٣/۶۶,١٣/٣١,١٣/٢٩,١٢/۴٧,میانگین معدل کتبي پذيرفته شدگان در رشته ھاي با آزمون,1395,اسارا,كرج,البرز,انساني
١١/٨٣,١٢/١۴,١٢/٢,١٢/٣,میانگین معدل کتبي پذيرفته شده شدگان صرفا بر اساس سوابق تحصیلي,1395,اسارا,كرج,البرز,انساني
۵٣۶۴,۵٢۵۶,۵٢۴٩,۵١٧۶,میانگین نمره کل شرکت کنندگان,1395,اسارا,كرج,البرز,انساني
۶٢٣١,۵٨۶٨,۵٨٨٨,۵٧١٣,میانگین نمره کل پذيرفته شدگان در رشته ھاي با  آزمون,1395,اسارا,كرج,البرز,انساني
٧٩٣۶٠,٢۵٠۴,١٩٢٩,١,تعداد ثبت نام کنندگان زن,1395,اسارا,كرج,البرز,زبان
۶٣۶١٣,١٩٨٨,١۵١٣,١,تعداد شرکت کنندگان زن,1395,اسارا,كرج,البرز,زبان
٣۵۵٩,١٢۴,٩۵,١,تعداد پذيرفته شدگان با آزمون زن,1395,اسارا,كرج,البرز,زبان
۵٩٢۶,١٨۶,١٣٠,٠,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي زن,1395,اسارا,كرج,البرز,زبان
٩۴٨۵,٣١٠,٢٢۵,١,تعداد کل پذيرفته شدگان زن,1395,اسارا,كرج,البرز,زبان
١١/٩۵,١٢/٣٨,١١/۶۶,١٠٠,درصد قبولي پذيرفته شدگان زن,1395,اسارا,كرج,البرز,زبان
۴٠۵۵۶,١١٣٣,٨٧٨,0,تعداد ثبت نام کنندگان مرد,1395,اسارا,كرج,البرز,زبان
٣١٣١٣,٨٨٢,۶۶۶,0,تعداد شرکت کنندگان مرد,1395,اسارا,كرج,البرز,زبان
١۴٠٢,۵۶,۴٣,0,تعداد پذيرفته شدگان با آزمون مرد,1395,اسارا,كرج,البرز,زبان
١٨۵٨,٣۵,٢۴,0,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي مرد,1395,اسارا,كرج,البرز,زبان
٣٢۶٠,٩١,۶٧,0,تعداد کل پذيرفته شدگان مرد,1395,اسارا,كرج,البرز,زبان
٨/٠۴,٨/٠٣,٧/۶٣,0,درصد قبولي پذيرفته شدگان مرد,1395,اسارا,كرج,البرز,زبان
١١٩٩١۶,٣۶٣٧,٢٨٠٧,١,تعداد ثبت نام کنندگان کل,1395,اسارا,كرج,البرز,زبان
٩۴٩٢۶,٢٨٧٠,٢١٧٩,١,تعداد شرکت کنندگان کل,1395,اسارا,كرج,البرز,زبان
۴٩۶١,١٨٠,١٣٨,١,تعداد پذيرفته شدگان با آزمون کل,1395,اسارا,كرج,البرز,زبان
